Date,Adj Close,Close,High,Low,Open,Volume,Ticker
2010-01-04 00:00:00+00:00,72.3145752,85.08000183,85.16999817,84.70999908,84.75,258800,TM
2010-01-05 00:00:00+00:00,71.20111847,83.76999664,83.90000153,83.01000214,83.16999817,466000,TM
2010-01-06 00:00:00+00:00,72.1105957,84.83999634,85.06999969,84.19999695,84.34999847,390000,TM
2010-01-07 00:00:00+00:00,71.21811676,83.79000092,83.83999634,83.11000061,83.11000061,377700,TM
2010-01-08 00:00:00+00:00,72.89255524,85.76000214,85.88999939,84.5,84.5,351900,TM
2010-01-11 00:00:00+00:00,73.26652527,86.19999695,86.5,85.34999847,86.12999725,326900,TM
2010-01-12 00:00:00+00:00,76.07139587,89.5,89.56999969,88.55000305,89.43000031,906700,TM
2010-01-13 00:00:00+00:00,75.80791473,89.19000244,89.56999969,88.59999847,88.98999786,293400,TM
2010-01-14 00:00:00+00:00,77.2868576,90.93000031,91.29000092,89.51999664,89.51999664,558800,TM
2010-01-15 00:00:00+00:00,77.46533203,91.13999939,91.87999725,90.51000214,91.87999725,596400,TM
2010-01-19 00:00:00+00:00,78.00930786,91.77999878,91.97000122,90.95999908,90.95999908,275600,TM
2010-01-20 00:00:00+00:00,75.96089935,89.37000275,90.73000336,88.87999725,90.72000122,415000,TM
2010-01-21 00:00:00+00:00,76.85336304,90.41999817,91.5,89.63999939,91.16999817,553800,TM
2010-01-22 00:00:00+00:00,74.94094849,88.16999817,89.77999878,88.01000214,89.77999878,528600,TM
2010-01-25 00:00:00+00:00,74.54995728,87.70999908,88.48999786,87.25,88.37999725,331800,TM
2010-01-26 00:00:00+00:00,73.7594986,86.77999878,87.33999634,86.33999634,86.75,299800,TM
2010-01-27 00:00:00+00:00,67.80127716,79.76999664,82.63999939,78.80000305,81.43000031,3481200,TM
2010-01-28 00:00:00+00:00,66.01638031,77.66999817,79.69999695,76.62999725,78.16000366,4039700,TM
2010-01-29 00:00:00+00:00,65.44691467,77,77.90000153,76.51000214,77.90000153,2530400,TM
2010-02-01 00:00:00+00:00,67.94579315,79.94000244,80.58999634,78.76999664,78.98999786,2984200,TM
2010-02-02 00:00:00+00:00,66.44985962,78.18000031,80.79000092,76.66000366,80.48999786,3520900,TM
2010-02-03 00:00:00+00:00,62.46353531,73.48999786,76.23999786,71.90000153,75.69999695,18582700,TM
2010-02-04 00:00:00+00:00,61.01011658,71.77999878,73.31999969,71,72.44000244,11087400,TM
2010-02-05 00:00:00+00:00,63.50049591,74.70999908,74.80999756,72.08000183,73.08999634,7523700,TM
2010-02-08 00:00:00+00:00,61.91956329,72.84999847,74.19999695,72.41000366,73.93000031,3695200,TM
2010-02-09 00:00:00+00:00,63.40699768,74.59999847,75.54000092,74.15000153,75,4545800,TM
2010-02-10 00:00:00+00:00,64.33346558,75.69000244,76.12000275,75,75.81999969,3013000,TM
2010-02-11 00:00:00+00:00,64.59693909,76,76,74.94999695,75.94999695,2186600,TM
2010-02-12 00:00:00+00:00,65.48939514,77.05000305,77.08000183,75.84999847,76.26000214,2364900,TM
2010-02-16 00:00:00+00:00,64.60544586,76.01000214,76.98000336,75.80000305,76.73999786,1977600,TM
2010-02-17 00:00:00+00:00,63.02452087,74.15000153,74.98999786,72.75,74.98999786,4396900,TM
2010-02-18 00:00:00+00:00,62.42105103,73.44000244,74,72.48999786,72.90000153,3126600,TM
2010-02-19 00:00:00+00:00,62.34455872,73.34999847,73.73000336,72.88999939,73.44999695,1994100,TM
2010-02-22 00:00:00+00:00,61.98756409,72.93000031,73.45999908,72.72000122,73.18000031,1529100,TM
2010-02-23 00:00:00+00:00,60.81463242,71.55000305,72.77999878,71.23999786,72.69000244,3823700,TM
2010-02-24 00:00:00+00:00,63.17750168,74.33000183,74.58000183,72.30999756,72.41999817,5973500,TM
2010-02-25 00:00:00+00:00,62.81202316,73.90000153,74.09999847,72.80999756,73.44000244,2399500,TM
2010-02-26 00:00:00+00:00,63.60247421,74.83000183,74.94999695,74.09999847,74.69999695,1691300,TM
2010-03-01 00:00:00+00:00,62.59102631,73.63999939,74.34999847,73.01999664,74.25,2749200,TM
2010-03-02 00:00:00+00:00,63.25400543,74.41999817,74.94999695,73.86000061,74.20999908,1820400,TM
2010-03-03 00:00:00+00:00,65.39591217,76.94000244,77.38999939,76.26000214,76.93000031,2881100,TM
2010-03-04 00:00:00+00:00,64.10396576,75.41999817,76.66000366,74.84999847,76.54000092,3482600,TM
2010-03-05 00:00:00+00:00,65.39591217,76.94000244,77.13999939,75.44000244,75.80000305,2295200,TM
2010-03-08 00:00:00+00:00,66.24586487,77.94000244,77.94999695,77.51999664,77.61000061,1191700,TM
2010-03-09 00:00:00+00:00,65.16641998,76.66999817,77.16999817,76.33000183,76.83000183,2457300,TM
2010-03-10 00:00:00+00:00,64.90291595,76.36000061,76.58999634,75.91999817,76.58999634,1489000,TM
2010-03-11 00:00:00+00:00,65.39591217,76.94000244,77.11000061,76,76.05999756,1042100,TM
2010-03-12 00:00:00+00:00,65.43840027,76.98999786,77.47000122,76.76999664,77.44999695,839100,TM
2010-03-15 00:00:00+00:00,66.37335205,78.08999634,78.19999695,77.01000214,77.36000061,1412600,TM
2010-03-16 00:00:00+00:00,67.51230621,79.43000031,79.5,78.06999969,78.52999878,1434400,TM
2010-03-17 00:00:00+00:00,67.40181732,79.30000305,79.5,78.70999908,79.5,1174100,TM
2010-03-18 00:00:00+00:00,66.9853363,78.80999756,79.13999939,78.25,78.98000336,943100,TM
2010-03-19 00:00:00+00:00,67.6227951,79.55999756,79.59999847,78.5,79.55999756,1202600,TM
2010-03-22 00:00:00+00:00,68.15828705,80.19000244,80.37999725,78.84999847,79.04000092,1248900,TM
2010-03-23 00:00:00+00:00,69.9941864,82.34999847,82.34999847,80.76000214,80.94000244,2021600,TM
2010-03-24 00:00:00+00:00,69.33972931,81.58000183,82.45999908,81.08999634,81.87000275,1172400,TM
2010-03-25 00:00:00+00:00,68.27726746,80.33000183,81.36000061,80.19999695,80.77999878,1107600,TM
2010-03-26 00:00:00+00:00,69.23847198,80.75,81.23999786,80.40000153,80.80000305,774000,TM
2010-03-29 00:00:00+00:00,69.43566895,80.98000336,81,80.36000061,80.80000305,601100,TM
2010-03-30 00:00:00+00:00,69.66716766,81.25,81.66999817,81.04000092,81.15000153,707700,TM
2010-03-31 00:00:00+00:00,68.95549774,80.41999817,80.80999756,80.26999664,80.73000336,839400,TM
2010-04-01 00:00:00+00:00,69.01551056,80.48999786,81.15000153,79.75,79.91999817,1513000,TM
2010-04-05 00:00:00+00:00,69.67575836,81.26000214,81.65000153,79.54000092,81,2937700,TM
2010-04-06 00:00:00+00:00,69.31560516,80.83999634,81.38999939,80.55000305,80.91000366,1190600,TM
2010-04-07 00:00:00+00:00,68.52679443,79.91999817,80.52999878,79.58000183,80.51999664,1010100,TM
2010-04-08 00:00:00+00:00,68.14950562,79.48000336,79.65000153,78.79000092,79.34999847,760800,TM
2010-04-09 00:00:00+00:00,68.52679443,79.91999817,80.19999695,79.19000244,79.48000336,579500,TM
2010-04-12 00:00:00+00:00,68.20952606,79.55000305,80.16000366,79.47000122,79.88999939,865900,TM
2010-04-13 00:00:00+00:00,67.76364899,79.02999878,79.09999847,78.26999664,78.98000336,1595600,TM
2010-04-14 00:00:00+00:00,68.87832642,80.33000183,80.36000061,79.33000183,79.77999878,1949600,TM
2010-04-15 00:00:00+00:00,68.6468277,80.05999756,80.23999786,79.56999969,79.80000305,1064300,TM
2010-04-16 00:00:00+00:00,68.05519867,79.37000275,80.20999908,79.20999908,79.98000336,1422700,TM
2010-04-19 00:00:00+00:00,67.78936768,79.05999756,79.36000061,78.33999634,78.83000183,939100,TM
2010-04-20 00:00:00+00:00,67.5321579,78.76000214,79.44000244,78.66999817,79.36000061,817700,TM
2010-04-21 00:00:00+00:00,66.95765686,78.08999634,78.69999695,77.83000183,78.54000092,1067600,TM
2010-04-22 00:00:00+00:00,66.19452667,77.19999695,77.38999939,76.40000153,77.37999725,979900,TM
2010-04-23 00:00:00+00:00,66.57181549,77.63999939,77.80999756,76.16000366,76.36000061,913300,TM
2010-04-26 00:00:00+00:00,67.58359528,78.81999969,79.30000305,78.66999817,78.95999908,1188000,TM
2010-04-27 00:00:00+00:00,66.01447296,76.98999786,78.81999969,76.83999634,78.51000214,966500,TM
2010-04-28 00:00:00+00:00,65.885849,76.83999634,77.62000275,76.48999786,77.48000336,853900,TM
2010-04-29 00:00:00+00:00,66.97481537,78.11000061,78.34999847,77.36000061,77.45999908,518400,TM
2010-04-30 00:00:00+00:00,66.1002121,77.08999634,78.59999847,77.01000214,78.59999847,611000,TM
2010-05-03 00:00:00+00:00,66.61469269,77.69000244,77.93000031,77.23000336,77.33000183,514500,TM
2010-05-04 00:00:00+00:00,65.24277496,76.08999634,76.91999817,75.51000214,76.91999817,727600,TM
2010-05-05 00:00:00+00:00,64.96839905,75.76999664,76.48000336,74.90000153,75.20999908,848100,TM
2010-05-06 00:00:00+00:00,64.41963196,75.12999725,76.20999908,72.5,75.62999725,1448400,TM
2010-05-07 00:00:00+00:00,64.2138443,74.88999939,75.87999725,73.70999908,75.12999725,1281000,TM
2010-05-10 00:00:00+00:00,65.80869293,76.75,77.59999847,76.5,76.51999664,939900,TM
2010-05-11 00:00:00+00:00,66.41747284,77.45999908,78.29000092,76.5,76.73999786,1083300,TM
2010-05-12 00:00:00+00:00,67.17201996,78.33999634,78.55999756,77.77999878,77.88999939,994600,TM
2010-05-13 00:00:00+00:00,65.83440399,76.77999878,77.56999969,76.69000244,77.26999664,1084300,TM
2010-05-14 00:00:00+00:00,64.71973419,75.48000336,76.27999878,75.09999847,76.22000122,972700,TM
2010-05-17 00:00:00+00:00,65.92016602,76.87999725,77.25,75.80000305,76.69000244,859300,TM
2010-05-18 00:00:00+00:00,64.79691315,75.56999969,77.19999695,75.27999878,77.19999695,540800,TM
2010-05-19 00:00:00+00:00,64.91695404,75.70999908,76.12999725,75,75.83000183,1335600,TM
2010-05-20 00:00:00+00:00,63.45072556,74,74.94000244,73.56999969,74.44000244,1626900,TM
2010-05-21 00:00:00+00:00,64.81404877,75.58999634,75.72000122,73.04000092,73.16999817,1142800,TM
2010-05-24 00:00:00+00:00,63.87944412,74.5,75.58000183,74.34999847,74.58000183,1099100,TM
2010-05-25 00:00:00+00:00,63.52789688,74.08999634,74.23999786,72.80000305,73.15000153,1043500,TM
