Date,Adj Close,Close,High,Low,Open,Volume
2019-08-19 00:00:00+00:00,1261.433838,1303.050049,1328,1171.25,1190,206274
2019-08-20 00:00:00+00:00,1218.355103,1258.550049,1330,1243.199951,1300,67991
2019-08-21 00:00:00+00:00,1197.638428,1237.150024,1288,1230.050049,1264.900024,37234
2019-08-22 00:00:00+00:00,1152.42981,1190.449951,1258,1181,1237,19168
2019-08-23 00:00:00+00:00,1155.188965,1193.300049,1218,1147.050049,1191,20705
2019-08-26 00:00:00+00:00,1220.00061,1260.25,1359.199951,1203.349976,1228,58426
2019-08-27 00:00:00+00:00,1232.052856,1272.699951,1318,1248,1265,35263
2019-08-28 00:00:00+00:00,1212.256226,1252.25,1285,1250,1277.75,18020
2019-08-29 00:00:00+00:00,1179.777832,1218.699951,1251.199951,1211,1244.900024,12853
2019-08-30 00:00:00+00:00,1175.566528,1214.349976,1245,1200,1224.300049,10739
2019-09-03 00:00:00+00:00,1140.13562,1177.75,1210.800049,1174,1202,7437
2019-09-04 00:00:00+00:00,1148.170532,1186.050049,1208,1176,1177.75,11200
2019-09-05 00:00:00+00:00,1159.400024,1197.650024,1214,1186.550049,1197.949951,17011
2019-09-06 00:00:00+00:00,1173.824097,1212.550049,1263.800049,1187,1205,55574
2019-09-09 00:00:00+00:00,1159.109619,1197.349976,1207,1186,1206.949951,18248
2019-09-11 00:00:00+00:00,1198.993652,1238.550049,1251.550049,1181,1200,46916
2019-09-12 00:00:00+00:00,1183.622681,1212.800049,1295,1205,1234.900024,32636
2019-09-13 00:00:00+00:00,1168.64209,1197.449951,1224,1192.5,1210,19322
2019-09-16 00:00:00+00:00,1156.344971,1184.849976,1205,1180,1190,25460
2019-09-17 00:00:00+00:00,1150.830933,1179.199951,1235.949951,1175,1195,39914
2019-09-18 00:00:00+00:00,1128.481934,1156.300049,1197.900024,1146.099976,1183,16772
2019-09-19 00:00:00+00:00,1104.96167,1132.199951,1185,1123,1162.800049,15603
2019-09-20 00:00:00+00:00,1167.568481,1196.349976,1270,1125.650024,1134.050049,119057
2019-09-23 00:00:00+00:00,1174.156006,1203.099976,1256.5,1198,1213.849976,48369
2019-09-24 00:00:00+00:00,1185.818481,1215.050049,1248,1209,1211.949951,29373
2019-09-25 00:00:00+00:00,1150.489502,1178.849976,1215.800049,1171.650024,1215.800049,17576
2019-09-26 00:00:00+00:00,1156.442505,1184.949951,1202,1178,1184,16302
2019-09-27 00:00:00+00:00,1130.677856,1158.550049,1206.949951,1150,1183,17007
2019-09-30 00:00:00+00:00,1094.324097,1121.300049,1170.349976,1110.599976,1158.050049,13534
2019-10-01 00:00:00+00:00,1067.53418,1093.849976,1135,1084.699951,1118.099976,17780
2019-10-03 00:00:00+00:00,1057.579834,1083.650024,1102,1074,1092,11517
2019-10-04 00:00:00+00:00,1075.7323,1102.25,1129.949951,1079.949951,1091,23343
2019-10-07 00:00:00+00:00,1054.94458,1080.949951,1111,1075,1098.699951,9958
2019-10-09 00:00:00+00:00,1066.753784,1093.050049,1110,1074,1091,12638
2019-10-10 00:00:00+00:00,1067.875854,1094.199951,1106.949951,1082.400024,1096.949951,14644
2019-10-11 00:00:00+00:00,1059.678101,1085.800049,1105,1081,1098,12582
2019-10-14 00:00:00+00:00,1061.141968,1087.300049,1100,1079.050049,1089.949951,10367
2019-10-15 00:00:00+00:00,1064.557739,1090.800049,1100,1077,1082.599976,18546
2019-10-16 00:00:00+00:00,1062.849854,1089.050049,1105,1084.650024,1095,13261
2019-10-17 00:00:00+00:00,1059.482788,1085.599976,1174,1068,1102.900024,167321
2019-10-18 00:00:00+00:00,1049.625854,1075.5,1089.349976,1055,1065,32129
2019-10-22 00:00:00+00:00,1051.723999,1077.650024,1097,1070,1095,23409
2019-10-23 00:00:00+00:00,1026.056641,1051.349976,1081.550049,1048,1075.099976,17792
2019-10-24 00:00:00+00:00,1035.91394,1061.449951,1088,1050,1054,21936
