Date,Adj Close,Close,High,Low,Open,Volume
2013-06-26 00:00:00+00:00,83.40181732,94,95.5,81,95.5,4272
2013-06-27 00:00:00+00:00,82.02658081,92.44999695,92.44999695,80.02500153,80.02500153,92
2013-06-28 00:00:00+00:00,82.070961,92.5,92.5,91.25,91.25,120
2013-07-01 00:00:00+00:00,83.75674438,94.40000153,99.32499695,88.5,99.32499695,1352
2013-07-02 00:00:00+00:00,86.28540039,97.25,99,95,99,5750
2013-07-03 00:00:00+00:00,82.86948395,93.40000153,95,92.80000305,95,3170
2013-07-04 00:00:00+00:00,88.00298309,96,97,92.5,97,380
2013-07-05 00:00:00+00:00,87.08628082,95,96,92,95,774
2013-07-08 00:00:00+00:00,86.12374115,93.94999695,97,88.02500153,97,386
2013-07-09 00:00:00+00:00,86.16957855,94,94,91.02500153,91.02500153,400
2013-07-10 00:00:00+00:00,87.86547852,95.84999847,97.47499847,94.5,97.47499847,4860
2013-07-11 00:00:00+00:00,87.08628082,95,95.05000305,95,95,1020
2013-07-12 00:00:00+00:00,87.08628082,95,96.125,95,95,2210
2013-07-15 00:00:00+00:00,87.43005371,95.375,95.5,92.625,95.5,1230
2013-07-16 00:00:00+00:00,86.07793427,93.90000153,94.94999695,92,92.5,1432
2013-07-17 00:00:00+00:00,87.08628082,95,95,93,94.97499847,754
2013-07-18 00:00:00+00:00,87.75089264,95.72499847,98.94999695,93.59999847,93.94999695,2656
2013-07-19 00:00:00+00:00,88.66761017,96.72499847,96.75,95.05000305,95.05000305,470
2013-07-22 00:00:00+00:00,89.14886475,97.25,98.97499847,92.05000305,92.05000305,978
2013-07-23 00:00:00+00:00,87.08628082,95,97,95,97,1214
2013-07-24 00:00:00+00:00,87.65923309,95.625,98.5,92.84999847,98.5,4716
2013-07-25 00:00:00+00:00,86.94877625,94.84999847,95.125,91.19999695,91.375,7042
2013-07-26 00:00:00+00:00,84.93203735,92.65000153,97.5,92.5,97.5,654
2013-07-29 00:00:00+00:00,84.10701752,91.75,96.5,91.55000305,91.55000305,406
2013-07-30 00:00:00+00:00,83.76326752,91.375,95,91.375,95,1064
2013-07-31 00:00:00+00:00,81.63193512,89.05000305,94,88.09999847,92.375,1670
2013-08-01 00:00:00+00:00,83.62574768,91.22499847,92.5,88.5,88.5,864
2013-08-02 00:00:00+00:00,84.3361969,92,92,88.42500305,91.5,1658
2013-08-05 00:00:00+00:00,83.41950989,91,98.5,90.02500153,92.375,1892
2013-08-06 00:00:00+00:00,79.38603973,86.59999847,90.02500153,85.05000305,90.02500153,2936
2013-08-07 00:00:00+00:00,83.87785339,91.5,94.22499847,89.75,90,1400
2013-08-08 00:00:00+00:00,77.1630249,84.17500305,92.375,83.5,92.375,7430
2013-08-12 00:00:00+00:00,82.54863739,90.05000305,91,82.05000305,84.17500305,3060
2013-08-13 00:00:00+00:00,80.16522217,87.44999695,89.97499847,86.5,89.97499847,1842
2013-08-14 00:00:00+00:00,81.01316071,88.375,88.97499847,84.5,84.52500153,2536
2013-08-16 00:00:00+00:00,77.20888519,84.22499847,88.5,84,88.47499847,1972
2013-08-19 00:00:00+00:00,73.38166809,80.05000305,84.125,79.5,82.59999847,3838
2013-08-20 00:00:00+00:00,74.98588562,81.80000305,94.82499695,78,94.82499695,2090
2013-08-21 00:00:00+00:00,72.62536621,79.22499847,82.47499847,71.57499695,82.47499847,1120
2013-08-22 00:00:00+00:00,73.31291199,79.97499847,84.75,75,79.5,1876
2013-08-23 00:00:00+00:00,70.51698303,76.92500305,79.97499847,75.30000305,79,5886
2013-08-26 00:00:00+00:00,71.04409027,77.5,82.15000153,74.25,74.25,754
2013-08-27 00:00:00+00:00,70.31071472,76.69999695,77.75,76.44999695,77,650
2013-08-28 00:00:00+00:00,69.6919632,76.02500153,77,73,73,1128
2013-08-29 00:00:00+00:00,68.29398346,74.5,84.5,73.05000305,75,1300
2013-08-30 00:00:00+00:00,70.44821167,76.84999847,87.34999847,74.25,79,24204
2013-09-02 00:00:00+00:00,77.85055542,84.92500305,86,73.15000153,73.15000153,12100
2013-09-03 00:00:00+00:00,75.1004715,81.92500305,86.47499847,81.55000305,86.47499847,4842
2013-09-04 00:00:00+00:00,77.91932678,85,91.90000153,83.5,83.5,4138
