Date,Adj Close,Close,High,Low,Open,Volume
2010-01-04 00:00:00+00:00,592.8255005,866.0250244,886.4749756,862.5250244,882.5,381510
2010-01-05 00:00:00+00:00,595.5636597,870.0250244,878.5750122,855,874.4000244,463938
2010-01-06 00:00:00+00:00,586.3565674,856.5750122,875,852.5750122,875,465832
2010-01-07 00:00:00+00:00,576.0714111,841.5499878,864.5,837.5499878,861.5,329288
2010-01-08 00:00:00+00:00,566.5393066,827.625,849.9249878,820.0250244,842.0499878,365802
2010-01-11 00:00:00+00:00,571.4337769,834.7750244,839.9000244,820,831.5,404664
2010-01-12 00:00:00+00:00,583.1222534,851.8499756,859.4249878,838.0750122,847,846940
2010-01-13 00:00:00+00:00,584.4569702,853.7999878,873.7249756,839.0250244,862.5,1135900
2010-01-14 00:00:00+00:00,585.0045776,854.5999756,864,845.75,857,467964
2010-01-15 00:00:00+00:00,591.0628052,863.4500122,866.5,850.6749878,857.5,270482
2010-01-18 00:00:00+00:00,594.074707,867.8499756,874.5,856.4000244,867.5,241558
2010-01-19 00:00:00+00:00,607.9536133,888.125,892,867.5750122,874.9500122,619738
2010-01-20 00:00:00+00:00,623.116272,910.2750244,918.2750244,889,894.9500122,853970
2010-01-21 00:00:00+00:00,615.432312,899.0499878,912.5,891.125,902.625,209810
2010-01-22 00:00:00+00:00,611.5647583,893.4000244,896.3250122,875.5499878,890,260942
2010-01-25 00:00:00+00:00,592.774231,865.9500122,899.25,860,893.0999756,261602
2010-01-27 00:00:00+00:00,571.6904907,835.1500244,867.5,828.5,865.5,1644682
2010-01-28 00:00:00+00:00,576.2426147,841.7999878,854.4249878,836,849,680108
2010-01-29 00:00:00+00:00,598.1819458,873.8499756,916.2999878,830.125,835,464352
2010-02-01 00:00:00+00:00,586.4592896,856.7249756,880.5,851.5,873.8499756,168158
2010-02-02 00:00:00+00:00,576.7902222,842.5999756,873.5,837.5,869.9749756,525016
2010-02-03 00:00:00+00:00,585.2443237,854.9500122,859.3250122,845,849.5,377452
2010-02-04 00:00:00+00:00,576.2254028,841.7750244,856.25,835.5,852.25,369372
2010-02-05 00:00:00+00:00,576.2938232,841.875,848,813.4500122,825,302740
2010-02-08 00:00:00+00:00,581.5648804,849.5750122,868.0999756,843.1749878,865,159104
2010-02-09 00:00:00+00:00,591.6446533,864.2999878,869.5,845,851.8499756,168510
2010-02-10 00:00:00+00:00,606.90979,886.5999756,898.875,868.25,868.5,779576
2010-02-11 00:00:00+00:00,612.2320557,894.375,899.4749756,871.25,892.5,479316
2010-02-15 00:00:00+00:00,613.5669556,896.3250122,907.5,889.5,895,147662
2010-02-16 00:00:00+00:00,615.2268677,898.75,905,887,905,1731120
2010-02-17 00:00:00+00:00,629.4822998,919.5750122,937,900,900,793208
2010-02-18 00:00:00+00:00,620.3609009,906.25,922.5999756,900,922.5999756,406316
2010-02-19 00:00:00+00:00,618.3414307,903.2999878,912.5,890,900,619224
2010-02-22 00:00:00+00:00,616.5446167,900.6749878,917.5250244,893,915,313468
2010-02-23 00:00:00+00:00,589.3172607,860.9000244,905,849.2000122,890,632356
2010-02-24 00:00:00+00:00,598.0963745,873.7249756,879.4000244,852.5,861,365186
2010-02-25 00:00:00+00:00,586.0828247,856.1749878,878.4500122,852,856.2249756,314076
2010-02-26 00:00:00+00:00,622.1236572,908.8250122,913,858.625,864.7249756,674478
2010-03-02 00:00:00+00:00,632.6654663,924.2249756,931.5,905.625,913.9000244,771972
2010-03-03 00:00:00+00:00,642.9334717,939.2249756,945,925,925,872996
2010-03-04 00:00:00+00:00,647.0408325,945.2249756,951.75,936.5999756,940,626382
2010-03-05 00:00:00+00:00,650.6688232,950.5250244,955,940.0499878,949.5,246820
2010-03-08 00:00:00+00:00,655.255188,957.2249756,966.5,948.5250244,955.25,439490
2010-03-09 00:00:00+00:00,641.4959717,937.125,959.4500122,932.625,950.8499756,266824
2010-03-10 00:00:00+00:00,633.1618042,924.9500122,947.5,917.5,933,383774
2010-03-11 00:00:00+00:00,625.0158691,913.0499878,934.2000122,898.0499878,924.9500122,458692
2010-03-12 00:00:00+00:00,630.4920044,921.0499878,927.5,907.7750244,915,385242
2010-03-15 00:00:00+00:00,626.2137451,914.7999878,927.5,912,924.9500122,134402
2010-03-16 00:00:00+00:00,623.475647,910.7999878,921,907,916.6749878,199060
2010-03-17 00:00:00+00:00,619.625061,905.1749878,920.7249756,901.5999756,920.7249756,266604
2010-03-18 00:00:00+00:00,629.824646,920.0750122,926.2249756,906.0499878,912,569932
2010-03-19 00:00:00+00:00,638.2957764,932.4500122,937.5499878,923,925,353294
2010-03-22 00:00:00+00:00,633.8121338,925.9000244,929,920,925,228770
2010-03-23 00:00:00+00:00,632.5114136,924,936.1500244,921,936,222806
2010-03-25 00:00:00+00:00,643.6693726,940.2999878,945.8499756,922.6500244,930,779012
2010-03-26 00:00:00+00:00,676.972229,988.9500122,997.5,945,951,1103806
2010-03-29 00:00:00+00:00,678.9743652,991.875,1027.474976,981.25,985,1039710
2010-03-30 00:00:00+00:00,678.0330811,990.5,1009.849976,985.75,995,420602
2010-03-31 00:00:00+00:00,689.6016846,1007.400024,1022,989.9000244,995,546246
2010-04-01 00:00:00+00:00,683.5436401,998.5499878,1014.299988,995.0999756,1002.5,283844
2010-04-05 00:00:00+00:00,717.3596802,1047.949951,1055,1002.5,1005.5,766322
2010-04-06 00:00:00+00:00,698.432312,1020.299988,1056.949951,1014.25,1050.525024,602132
2010-04-07 00:00:00+00:00,711.0448608,1038.724976,1047,1022.5,1022.5,496710
2010-04-08 00:00:00+00:00,710.1549683,1037.425049,1047.974976,1030.675049,1033.5,365374
2010-04-09 00:00:00+00:00,707.913147,1034.150024,1049,1031.525024,1039,404902
2010-04-12 00:00:00+00:00,709.8983154,1037.050049,1044.974976,1027.5,1041.349976,252930
2010-04-13 00:00:00+00:00,718.0442505,1048.949951,1056,1036,1037.5,546386
2010-04-15 00:00:00+00:00,714.9125366,1044.375,1061.349976,1036.525024,1050,535712
2010-04-16 00:00:00+00:00,701.8208618,1025.25,1042.224976,1019.349976,1040,445960
2010-04-19 00:00:00+00:00,688.2327881,1005.400024,1025,1002.525024,1021,276458
2010-04-20 00:00:00+00:00,710.3602905,1037.724976,1052.349976,1002.099976,1002.099976,542440
2010-04-21 00:00:00+00:00,716.4697876,1046.650024,1058.925049,1040.349976,1042.625,482284
2010-04-22 00:00:00+00:00,723.7429199,1057.275024,1063.400024,1038.300049,1045.900024,484232
2010-04-23 00:00:00+00:00,721.2788696,1053.675049,1066.849976,1047.925049,1058,259954
2010-04-26 00:00:00+00:00,713.423584,1042.199951,1062.5,1040.125,1050.099976,328098
2010-04-27 00:00:00+00:00,694.1026001,1013.974976,1054.449951,1009.400024,1048.5,709040
2010-04-28 00:00:00+00:00,706.8693237,1032.625,1036.5,997.4749756,1007.5,488144
2010-04-29 00:00:00+00:00,711.506958,1039.400024,1049.5,1021.5,1042.474976,635406
2010-04-30 00:00:00+00:00,716.4869995,1046.675049,1054.724976,1024.300049,1049.5,783198
2010-05-03 00:00:00+00:00,716.914856,1047.300049,1069.5,1037.5,1047.5,425426
